caption,username,post_url,filename,google_drive_link
"Restored footage from 1911 showing a family driving down Broadway in New York City, United States.  Footage frame rate increased, upscaled and “colorized” by HistoryColored using AI technology.  Footage originally from: New York 1911, Wikimedia Commons  Music: Harmonic Light / Amber Glow / Epidemic Sound  #history #nyc #newyork #historicalfootage",historycolored,https://www.instagram.com/p/DP8_p2CCJS3/,post_38.jpg,https://drive.google.com/uc?id=1MwS9MklzFBAvft0oWRrcIM8m5Jhrxl3C
"Restored footage from 1911 showing a train traveling on the elevated railway above an area of Chinatown in New York City.  Footage frame rate increased, upscaled and “colorized” by HistoryColored using AI technology.  Footage originally from: New York 1911, Wikimedia Commons  Music: La plume volante / Franz Gordon / Epidemic Sound  #history #newyork #nyc #historicalfootage",historycolored,https://www.instagram.com/p/DQP3jsaiB7-/,post_39.jpg,https://drive.google.com/uc?id=1q3EMsHXU6apr62TYQ_-3wGwkEWACPKeF
"The first-class cabin on the world's first purpose-built cruise ship, the 'Prinzessin Victoria Luise', photographed in 1901. The ship was owned and operated by the Hamburg America Line, and its maiden voyage was in 1901. It operated for 5 years until it was damaged hitting a reef when entering a harbor in Kingston, Jamaica. Credit: @color_byangelina⁠ #history #cruise #ship",historycolored,https://www.instagram.com/p/DPrMUl9idjd/,post_40.jpg,https://drive.google.com/uc?id=1EFO2Fwn_7KMN_5J5MiNGzxiB9CzdBljh
"""Chief"" the firehouse dog waiting for the next outing on FDNY Engine 20 in Manhattan, New York City, in 1943. Credit: @color_byangelina⁠ #history #firefighters #dog",historycolored,https://www.instagram.com/p/DPwV8Iaj7kw/,post_41.jpg,https://drive.google.com/uc?id=1YtToOvzRjbfZ-fACwZuELFoL4miCHx58
"A young girl reads a comic book at a supermarket in Anchorage, Alaska, in 1958. Photograph taken by Dmitri Kessel. Credit: @sebcolorisation⁠ #history #supermarket #alaska",historycolored,https://www.instagram.com/p/DP6pI63jlgK/,post_42.jpg,https://drive.google.com/uc?id=1Lv-t0Pe3y4tPv3AQCom_8opiINobCVQw
"Mugshot of American gangster Al Capone taken in May 1930 in Miami, Florida. Florida Governor Doyle E. Carlton declared that Al Capone was not welcome in Florida and officially ordered all sheriffs in the state to arrest and escort Capone to the state line if he entered. Credit: @socolorization⁠ #history #alcapone #miami",historycolored,https://www.instagram.com/p/DPy6vxAjdjU/,post_43.jpg,https://drive.google.com/uc?id=10HCXwbM9zbtGvOHaSx4Hkc1UOYMhsOVg
"Klostergaten, a street in Bergen, Norway, photographed in c. 1910. Credit: @voje.color⁠ #history #bergen #norway",historycolored,https://www.instagram.com/p/DPbvgt_Ezxh/,post_44.jpg,https://drive.google.com/uc?id=1OImEN89hwZ6YzJin-HJ6bNovv6YDFE6t
"Restored footage from 1921 of British Royal Navy sailors from the HMS Watchman (D26) during a visit to Rotterdam, Netherlands.  Footage frame rate increased, upscaled and “colorized” by HistoryColored using AI technology.  Footage originally from: Engels eskader bezoekt ons land, OpenBeelden, Public Domain  Music: Mien / Ever So Blue / Epidemic Sound  #history #sailors #rotterdam #historicalfootage",historycolored,https://www.instagram.com/p/DPcGBbaiKw8/,post_45.jpg,https://drive.google.com/uc?id=1mZormK2UAIiXkfrXdJk-EG5uxj4vpJeK
Michael Jackson and Freddie Mercury photographed together backstage at The Los Angeles Forum on the 8 July 1980. Credit: @lorenzofolli_history_in_color⁠ #history #michaeljackson #freddiemercury,historycolored,https://www.instagram.com/p/DPmJnWXk68x/,post_46.jpg,https://drive.google.com/uc?id=1yoqNeKWU4grxfJm7sWYCkUp-cGGa9qic
A nurse photographed with German and Astro-Hungarian Prisoners of War at Hald prison camp in Denmark on the 17 August 1917. Credit: @julius.backman⁠ #history #ww1 #denmark,historycolored,https://www.instagram.com/p/DPZKt7eE2P0/,post_47.jpg,https://drive.google.com/uc?id=18Q9F6lj-OR-Y8JILW8JuhoYPGZ6_HAmU
"The Dyckman House in New York, United States photographed in the 1890s by James Reuel Smith. The Dyckman House is the oldest remaining farmhouse in Manhattan, and the only one in Dutch Colonial style. It was constructed in c. 1785 by William Dyckman. It is now located in a small park at the corner of Broadway and 204th Street in Inwood, Manhattan, and operates as a museum. Credit: @retrograde_colour #history #nyc #newyork",historycolored,https://www.instagram.com/p/DPg6OUpk63a/,post_48.jpg,https://drive.google.com/uc?id=1BryeIdROr2isq08unYp7Yeu3Fe4lHfXV
Tsar Alexander III of Russia embracing his niece Princess Maria of Greece and Denmark (later Grand Duchess Maria Georgievna of Russia). Photograph taken in the early 1890s. Credit: @royaltyincolour⁠ #history #monarchy,historycolored,https://www.instagram.com/p/DPUBKm3E-sm/,post_50.jpg,https://drive.google.com/uc?id=1JbseUQVWgza9rNa2BrgYkz3SsIEum4RH
"Sidewalk scene in Selma, Alabama photographed by by Walker Evans in December 1935. Credit: @sebcolorisation⁠ #history #selma #alabama",historycolored,https://www.instagram.com/p/DPWl9e5D9hF/,post_51.jpg,https://drive.google.com/uc?id=1nIc9c6waF5MA1WUw6JRdpVkvQ-vLgeQh
"A man taking part in a one-man demonstration protesting against unemployment. Photograph taken in the United Kingdom in the 1930s. His sign reads ""I know 3 trades, I speak 3 languages, fought for 3 years, have 3 children, and no work for 3 months, but I only want one job."" Credit: @color_byangelina⁠ #history",historycolored,https://www.instagram.com/p/DPonkzkkXF1/,post_52.jpg,https://drive.google.com/uc?id=14R8QVT4bpe5kqClgLJDf40YcySWce7al
"Indian soldiers of the 58th Vaughan's Rifles (Frontier Force) in a trench in Fauquissart, France wearing gas masks in anticipation of a gas attack. Photograph taken by H. D. Girdwood on the 9 August 1915. The Hypo helmet/British Smoke Hood was an early British World War I gas mask introduced in June 1915 and manufactured until September 1915. Credit: @melodie_colors_the_past⁠ #history #wwi #soldiers",historycolored,https://www.instagram.com/p/DQCXgq6kWD5/,post_53.jpg,https://drive.google.com/uc?id=1tRAiElOW7FePzcdVVzqJNPNKWgoi4RH3
"Restored footage from 1918 of Josephine Vassaux, a 70-year-old French woman from Montbrehain, Aisne, France, who lived under German occupation for 4 years during World War I.  Footage frame rate increased, upscaled and “colorized” by HistoryColored using AI technology.  Footage originally from: SCENES IN AREA OF SOMME OFFENSIVE—SEPTEMBER 24 TO OCTOBER 21, 1918, US National Archives  Music: Mindstream / Amber Glow / Epidemic Sound  #history #wwi #firstworldwar #historicalfootage",historycolored,https://www.instagram.com/p/DPeqy1SCDRC/,post_54.jpg,https://drive.google.com/uc?id=1UG4ltCl0r8acT4Op38yGp2LShgN1uZZ1
"Portrait of Tsar Nicholas II of Russia taken in c. 1913. Nicholas II was the last emperor of the Russian Empire, reigning from 1894 until 1917. Credit: @melodie_colors_the_past⁠ #history #nicholasii",historycolored,https://www.instagram.com/p/DPjd-oIk-T8/,post_55.jpg,https://drive.google.com/uc?id=14fBwZ5LZVK5CZ-rHfhHXajAYAfuFv2QR
"Left to Right: Paul McCartney, age 16; Ivan Vaughan, age 16; and George Harrison, age 15. Photograph taken in c. 1958 in Liverpool. Ivan Vaughan is responsible for, in 1957, introducing two of his childhood friends, Paul McCartney and John Lennon, to each other. Paul McCartney, John Lennon, George Harrison, and Ringo Starr as The Beatles would go on to become the best-selling music act of all time. Credit: @spektonzcolorizations⁠ #history #beatles #mccartney #harrison",historycolored,https://www.instagram.com/p/DPRcZGXgCnw/,post_56.jpg,https://drive.google.com/uc?id=1LDL9-B3Z5-YWJj7V4YM92LVuCV6zWIiN
"Restored footage from the 1920s of two men having a drink outdoors at the Café de la Paix in Paris, France. The Café de la Paix first opened in 1862 and is located on the northwest corner of the intersection of the Boulevard des Capucines and the Place de l'Opéra.  Footage frame rate increased, upscaled and “colorized” by HistoryColored using AI technology.  Footage originally from: Seeing Paris: Part One: On the Boulevards, Prelinger Archives  Music: Le Ballet de L`Oubli / Lo MimieuxAmber Glow / Epidemic Sound  #history #paris #france #historicalfootage",historycolored,https://www.instagram.com/p/DPFAcH0Arir/,post_57.jpg,https://drive.google.com/uc?id=1Jw3UzqoiQggA7brWwfbQAp_YQ7H2BhA0
"Portrait of ""The Father of the Atomic Bomb"" J. Robert Oppenheimer taken in 1958. Credit: @socolorization⁠ #history #oppenheimer",historycolored,https://www.instagram.com/p/DPEkZjuk5kc/,post_58.jpg,https://drive.google.com/uc?id=1wC8goMNRVG7AP_MJm6KLzItMqb7FF26Z
"A boy watches television through the window of an appliance store in Erie, Pennsylvania in 1948. Credit: @color_byangelina⁠ #history #tv #television",historycolored,https://www.instagram.com/p/DP9N4VnjH0a/,post_59.jpg,https://drive.google.com/uc?id=1NUas2A5xEWwRcsppdn4jmFOCscLesgDu
"Belgian prisoners of war with German guards photographed during World War I (1914-1918) in Aalst, Belgium. Credit: @rdbcolors⁠ #history #belgium #wwi",historycolored,https://www.instagram.com/p/DPJt8sJlHRK/,post_60.jpg,https://drive.google.com/uc?id=1_WET5H1oussZ57DvDa7nm5hf3s8eT81w
"Restored footage from 1918 of Pvt. James R. Beach, 7th Engineers, US Army, playing around with his hat for the camera in Dun-sur-Meuse, France.  Footage frame rate increased, upscaled and “colorized” by HistoryColored using AI technology.  Footage originally from: MEUSE-ARGONNE OFFENSIVE, SCENES IN DUN-SUR-MEUSE, IN 5TH DIVISION AREA, NOVEMBER 10 TO 15, 1918, US National Archives  Music: The Letter / Rikard From / Epidemic Sound  #history #ww1 #soldier #historicalfootage #fblifestyle",historycolored,https://www.instagram.com/p/DPMrnqigmdh/,post_61.jpg,https://drive.google.com/uc?id=1BS9XePW44_2y5MFl1ADAjwmk3LkQPPzu
"Restored footage from 1918 showing members of the British Army Women's Army Auxiliary Corps (WAAC), also known as Queen Mary's Army Auxiliary Corps (QMAAC), in front of their mess hall in France.  Footage frame rate increased, upscaled and “colorized” by HistoryColored using AI technology.  Footage originally from: MISCELLANEOUS SCENES OF THE BRITISH ARMY [1918], US National Archives  Music: Mien / Ever So Blue / Epidemic Sound  #history #ww1 #waac #historicalfootage",historycolored,https://www.instagram.com/p/DPKMYrRgbAw/,post_62.jpg,https://drive.google.com/uc?id=1E7uM5dNIX0--f5FkYb0trWl9zkonkwU9
"The battle flag of the 8th Pennsylvania Reserve Regiment of the Union Army, which served in the American Civil War between 1861 and 1864. Credit: @tlcolours⁠ #history #americancivilwar",historycolored,https://www.instagram.com/p/DPO3nOSj1h1/,post_63.jpg,https://drive.google.com/uc?id=1HFVhkgTScjBTpzpXye4YI2yKCt_ZzeeH
"Restored footage from 1918 of a young German soldier captured in Belgium during the last days of the First World War (this footage was captured between the 1st and 11th November 1918). It was documented that this Prisoner of War was 16 years old when the footage was taken.  Footage frame rate increased, upscaled and “colorized” by HistoryColored using AI technology.  Footage originally from: YPRES-LYS OPERATION, NOVEMBER 9-11, 1918, 37TH DIVISION, US National Archives  Music: Mindstream / Amber Glow / Epidemic Sound  #history #wwi #worldwari #historicalfootage",historycolored,https://www.instagram.com/p/DPCW7bRjlVS/,post_64.jpg,https://drive.google.com/uc?id=18XdIYI2sE_6LbD37FTq_NdoaBJGSrVAj
"Restored footage from 1917 of 26th President of the United States, Theodore Roosevelt, speaking to a crowd from the porch of his Sagamore Hill home in Cove Neck, New York, near Oyster Bay.  Footage frame rate increased, upscaled and “colorized” by HistoryColored using AI technology.  Footage originally from: TR speaking at Sagamore Hill [1916-1918]. [No. 1], Library of Congress  Music: Enlightened Drift / Amber Glow / Epidemic Sound  #history #theodoreroosevelt #teddyroosevelt #historicalfootage",historycolored,https://www.instagram.com/p/DPPPM6TD_AU/,post_65.jpg,https://drive.google.com/uc?id=1FC4Gy2Ccmdzc_sTU5L6fa6JHEwE5TM4s
"Restored footage from 1921 showing people walking through ‘Delftsche Poort’, a city gate in Rotterdam, Netherlands. Delftsche Poort was built in 1764 and was demolished in 1941 after it had been damaged during the bombing of Rotterdam in World War II.  Footage frame rate increased, upscaled and “colorized” by HistoryColored using AI technology.  Footage originally from: Paardentram in Rotterdam, OpenBeelden, Public Domain  Music: Harmonic Light / Amber Glow / Epidemic Sound  #history #netherlands #rotterdam #historicalfootage",historycolored,https://www.instagram.com/p/DOrKjyhj-C0/,post_66.jpg,https://drive.google.com/uc?id=1VZ71qCB8wIh30PXx_GZo-uQUA5w4vBDH
"T/5 Otis A. Trueblood of the 483rd Medical Collection Company, US Ninth Army, cleans his Willys Jeep in a rain puddle in Echt, Netherlands on the 23 February 1945. Credit: @colourisedpieceofjake⁠ #history #ww2 #netherlands",historycolored,https://www.instagram.com/p/DOv-CRuEztU/,post_67.jpg,https://drive.google.com/uc?id=1DXBi-tfrD4EpSjigVMsmqfeJ-DW8d_qd
"Amelia Earhart photographed in front of her Lockheed Vega 5B aircraft on the 21 December 1934 during her preparation to become the first aviator to fly solo from Honolulu, Hawaii to Oakland, California. She achieved this on the 11 January 1935. Credit: @tlcolours⁠ #history #earhart #airplane",historycolored,https://www.instagram.com/p/DOtZQRWiWEo/,post_68.jpg,https://drive.google.com/uc?id=1JMXQkIDcyYuOo5CjwptpfMSWKJCZf-VH
"Restored footage from 1911 showing crowds of people waiting to board a steamboat at a port in Battery Park, New York City.  Footage frame rate increased, upscaled and “colorized” by HistoryColored using AI technology.  Footage originally from: New York 1911, Wikimedia Commons  Music: The Soul / Johannes Bornlöf / Epidemic Sound  #history #nyc #newyork #historicalfootage",historycolored,https://www.instagram.com/p/DQFSYzaiGb7/,post_69.jpg,https://drive.google.com/uc?id=1dQhkipnRc1iTGtPBhmZ3Y9TnS_klfZD-
