caption,username,post_url,filename,google_drive_link
"The Mayflower departed from Plymouth, England, bound for the Americas, on September 16, 1620. Sailing for more than two months across some 3,000 miles of open ocean, the 102 passengers—including three pregnant women and more than a dozen children—were squeezed below decks in crowded, cold and damp conditions, suffering crippling bouts of seasickness, and surviving on meager rations of hardtack biscuits, dried meat and beer. Comment MAYFLOWER to read more.",history,https://www.instagram.com/p/DOokl_DAaN2/,post_19.jpg,https://drive.google.com/uc?id=1GmtXahpP3pI0hDs0SvDkSNuOCQv09-uL
Which American inventions changed daily life the most? The lightbulb or the zipper? The airplane or the credit card? Americans have been behind some of the inventions that make everyday life what it is today. But which had the biggest impact? Play our bracket game and put the contenders head-to-head. Comment below for the link to play. #HISTORY,history,https://www.instagram.com/p/DPMoIhrgTa2/,post_20.jpg,https://drive.google.com/uc?id=1iyNYpGjZMR9cp-N5OS5GotrEPMJtAowo
"Block Island’s beauty hides a darker past. 🌊 #Visit_Rhode_Island_Partner From rumored pirate treasure to ghost ship sightings, the island’s history still lingers. Explore it all on the More to History playlist at the link in bio. #ad",history,https://www.instagram.com/p/DPgxcmTDfP9/,post_21.jpg,https://drive.google.com/uc?id=1nr9fsCokEicWLBSllqSzkoZw-B1XBkY8
"F. Scott Fitzgerald, one of the 20th century’s most celebrated writers, was born on #ThisDayinHistory 1896. Here are three things you may not know about the ""Great Gatsby"" author. To learn more, visit the link in our bio. #HISTORY",history,https://www.instagram.com/p/DO_-RzCkhVE/,post_22.jpg,https://drive.google.com/uc?id=1vm3Dkv8T8j-dEpgei74v8UVpdglErasr
"Back to school, back to copious amounts of homework. Students in the U.S. can partly blame the Soviet Union for that. Visit the link in our bio to read more.",history,https://www.instagram.com/p/DOyOPJnjdPh/,post_23.jpg,https://drive.google.com/uc?id=1PWRX8YYyXNfJNJ9a6EmvsLiKDkspzAKk
"Academy Award–winning actor and director Robert Redford has died at the age of 89. Acclaimed for his iconic performances in films such as Butch Cassidy and the Sundance Kid and The Sting, Redford also became a champion of independent film as the founder of the Sundance Institute and Sundance Film Festival. Beyond Hollywood, Redford raised awareness about environmental causes—leaving a legacy both on and off the screen.",history,https://www.instagram.com/p/DOqyrGzEcFs/,post_24.jpg,https://drive.google.com/uc?id=1oQtNON6oWKV1Wi7fkNEBs2tkSahuJhTC
🎓 #AD Southern New Hampshire University can help you level up your career – flexibly and affordably. Follow @snhu to learn more and for more Command Decisions: Presidents on The Brink head to the link in our bio.,history,https://www.instagram.com/p/DO6Bj6cjXkE/,post_25.jpg,https://drive.google.com/uc?id=1JxIfgY0Rio4GhO12K9ose58a0xNEgWz7
"Twenty four years ago, nearly 3,000 people lost their lives in New York, Washington, D.C., and Shanksville, PA, when terrorists attacked the United States. Today, we remember those we lost and the first responders who risked their own safety to save others. For a minute-by-minute timeline of the 9/11 attacks—and all that came after—visit the link in our bio.",history,https://www.instagram.com/p/DOd-H6kkboV/,post_26.jpg,https://drive.google.com/uc?id=1t_72-PMEGH4s5OwV0d52Ze-iHy-h07QU
"It sounds like a fish tale, or a sci-fi novel, but it’s true: Since 1963, the classified Navy Marine Mammal Program has trained marine animals—including bottlenose dolphins, California sea lions and beluga whales—for highly specialized underwater missions. To learn more, visit the link in our bio.",history,https://www.instagram.com/p/DOtj415gZPN/,post_27.jpg,https://drive.google.com/uc?id=1TZaXUW5tbod7ONmIlc_Tei_C_b2c5Dru
"📟 Berkeley, 1986. An astronomer’s pager beeps over a 75-cent computer error. Nothing unusual — until he realizes someone is breaking into U.S. military systems.  What starts in a lab basement soon stretches across continents… to Germany… and into the shadow of the KGB.  🎧 On HISTORY This Week: How Cliff Stoll, a scientist with no training in espionage, hunted down a Cold War hacker — and changed the future of the internet.  1. Cliff Stoll, astronomer turned cyber detective   2. Diagram illustrating the infiltration of the Hanover Hacker, National Security Agency  —  #HistoryThisWeek #HistoryPodcast #ColdWarHistory #CyberSecurity #HackerHistory #Espionage #KGB #OnThisDay #HistoryNerd #PodcastRecommendation",historythisweek,https://www.instagram.com/p/DOWCFH-j_YA/,post_28.jpg,https://drive.google.com/uc?id=15nWREllJpMeHIJl2rcnXnbCRaKlKy_Bm
"The Cuban Missile Crisis—among the most frightening events of the Cold War—kicked into high gear on October 22, 1962. In a dramatic 18-minute televised speech, President Kennedy shocked the nation by revealing “unmistakable evidence” of a nuclear missile threat. For the key moments, major players and a timeline of the 13-day standoff, comment below or visit the link in our bio. #HISTORY",history,https://www.instagram.com/p/DQIB2odAelk/,post_29.jpg,https://drive.google.com/uc?id=1eL080G_mTxOmWKS4RVuciE9oZhVSU-ud
Congrats to fellow #History lover @iamcardib for becoming the new voice of the @mta,history,https://www.instagram.com/p/DO_xZmZgYTZ/,post_30.jpg,https://drive.google.com/uc?id=1C204icUT2vzz7C87F6Qbh0A3BQ3M5WSY
"Born into a family of brewers, 34-year-old Arthur Guinness executed one of history’s most famous business deals when he signed a 9,000-year lease for an abandoned Dublin brewery in 1759. Get the real history on the beer brand—and family dynasty—that is as synonymous with Ireland as shamrocks and leprechauns. Visit the link in our bio. #HISTORY #Guinness",history,https://www.instagram.com/p/DPoACxik4pD/,post_31.jpg,https://drive.google.com/uc?id=11E9MbSNU4-_y6haGb2KZXc0XI344UH_R
"✂️ Moscow, 1698.  The city’s most powerful men gather to greet their ruler, Peter the Great. Instead, the towering Czar pulls out a razor—and begins hacking off their beards.  To Russians, beards aren’t fashion. They are sacred. A mark of piety, tied to the image of God. Shaving is considered a sin.  But Peter had just returned from Europe, where clean-shaven faces were the sign of modernity. To him, those beards represented the “old Russia.” And he is determined to drag his nation into the future—whether his nobles like it or not.  This is just the beginning. A beard tax. New clothes. New schools. A new calendar. And a Russia forever changed.  On HISTORY This Week: how Peter the Great’s razor helped carve a new empire.  🎧 Listen now—link in bio.  1. Russian political cartoon depicting Peter the Great as a barber, ca. 18th century   2. A freshly shaved Peter the Great shown in a 1698 portrait by Godfrey Kneller  3. Peter the Great stops marauding soldiers after taking Narva in 1704, painting by Nikolay Sauerweid in 1859  —  #HistoryThisWeek #OnThisDay #TodayInHistory #History #DidYouKnow #HistoryFacts #WorldHistory #PeterTheGreat #RussianHistory #Moscow #BeardTax #FunFact #LearnSomethingNew #Podcast #PodcastLife",historythisweek,https://www.instagram.com/p/DOGm_yBAs7V/,post_32.jpg,https://drive.google.com/uc?id=14nPT4ZFEBPHg8YaVv5pS28CHmgZK8ENK
"Secret saloons. Faux books that concealed liquor flasks. Americans kept right on imbibing during the 13 not-so-dry years of Prohibition. To see all the crafty ways Americans hid alcohol during Prohibition, visit the link in our bio.",history,https://www.instagram.com/p/DOTYItjjjbh/,post_33.jpg,https://drive.google.com/uc?id=1MHFIiJqLvbtVxTp_5yNFl6WOcpWj6RCK
"Desperate times call for creative measures. #HISTORY   📸Harvard freshman wallows a live 4-inch gold fish to win a ten dollar bet, 1939.",history,https://www.instagram.com/p/DPjMHafgSiz/,post_34.jpg,https://drive.google.com/uc?id=1bHQxBtwXxfctRqDeO8x9VgPWrbXt3pwk
"Major John H. ""Lucky"" Luckadoo, the last surviving pilot from World War II's ""Bloody Hundredth"" 100th Bomb Group, died on Monday, September 1, at the age of 103. Luckadoo, a B-17 Flying Fortress co-pilot, flew 25 dangerous combat missions over Nazi-occupied Europe. He had trained on the B-29 Superfortress and was preparing to return to combat in the Pacific Theater when the war ended. For decades, Luckadoo helped educate younger generations about the war. This clip is from an interview we were fortunate to do with Luckadoo in July.   For more about Luckadoo from The National WWII Museum, visit the link in our bio.",history,https://www.instagram.com/p/DOO7zGCD56E/,post_35.jpg,https://drive.google.com/uc?id=1k0bScTCOy5ZE6wcNhfTS5Cw1h8r5gOjN
"🧬 For Stalin, science wasn’t just knowledge—it was power.  He believed that with the right theories, the Soviet Union could command nature itself: grow more wheat, feed more people, and prove that socialism could outdo the capitalist world.  So when a young agronomist named Trofim Lysenko claimed he’d found a revolutionary way to make crops adapt and thrive, Stalin made him the face of Soviet science. But behind the promises of abundance came disaster—failed harvests, silenced scientists, and decades of lost progress.  🧪 On HISTORY This Week: how Stalin turned science into ideology, and how one man’s “miracle biology” reshaped the future of genetics.  🎧 LISTEN at the link in our bio or wherever you get your podcasts.  1. “May Our Motherland Live and Prosper!” by Petr Semyonovich Golub, 1949  2. “Glory To Inspired Work and Science!” by Viktor Borisovich Koretskii, 1958  3. “I’ll Be A Chemist!” by Boris Andreevich Reshetnikov, 1964  4. “Through Science and Knowledge – To High Yields!” by Mikhail M. Solovyov, 1948  —  #history #historypodcast #sciencehistory #Lysenkoism #Stalin #SovietHistory #genetics #pseudoscience #podcast #SovietUnion #USSR #agriculture #historylovers #newpodcast #podcasting #socialism #science",historythisweek,https://www.instagram.com/p/DPgu1RqjkSt/,post_36.jpg,https://drive.google.com/uc?id=14A_ExfSIF7O86aTxnSUyDReO7kFydUNp
"September 4, 1957, was no normal first day of school for Elizabeth Eckford and the eight other Black students who helped desegregate Little Rock's Central High School. Here's how a photo from that day captured the chaos of desegregation and the courage of the Black students on the front lines. This photo became one of the most iconic images of the civil rights movement. To learn more, visit the link in our bio.",history,https://www.instagram.com/p/DOMHEmyEfvT/,post_37.jpg,https://drive.google.com/uc?id=1QFgUgALyGKpYVXRpqSbf7pEnD_xdRPBN
"In 1960, Goodall witnessed chimpanzees in the act of making and using tools—an ability previously believed to be exclusive to humans. Her discovery helped reshape the ways humans understand animals.   Visit the link in our bio to learn more about Jane Goodall.",history,https://www.instagram.com/p/DOOt5J-Ce1n/,post_38.jpg,https://drive.google.com/uc?id=1YH1tqWb4cPrfSe4sw_idgLBWIc0EhMtx
"Work, work, work. Today is Labor Day, honoring the contributions and achievements of American workers past and present. To learn more, visit the link in our bio.",history,https://www.instagram.com/p/DODtqS7jHt8/,post_39.jpg,https://drive.google.com/uc?id=1hmwSBs5bd-E5xJ4iv1hrelPcTVrc93Uk
"On September 2, 1945, Japan formally surrendered to the Allies, bringing an end to World War II. Over 415,000 American soldiers died in the conflict. After nearly four years of fighting, the U.S. celebrated the triumphant victory. #VJDay. To learn more, visit the link in our bio.",history,https://www.instagram.com/p/DOGSfGWjnYy/,post_40.jpg,https://drive.google.com/uc?id=1NCWxBqyPk7a665Yxddo1_VeIc-9B8314
"Pooh wasn’t born in a storybook. He was named after a real bear called Winnie.  August 24, 1914: On a train platform in White River, Ontario, a Canadian soldier spots an orphaned bear cub for sale. He buys her for $20 and names her Winnipeg—Winnie for short.  Winnie sails across the Atlantic, ends up at the London Zoo, and meets a little boy named Christopher Robin Milne. That boy renames his teddy bear after her… and the rest is literary history.  On HISTORY This Week: the true story behind Winnie-the-Pooh—how a real bear and a real boy inspired some of the world’s most beloved characters, and the complicated legacy they left behind.  1. “Winnie the Pooh frieze” by E.H. Shepard (from the Cooper Hewitt Smithsonian Design Museum).  2. The original map of the Hundred Acre Wood, published in the opening end-papers of the 1926 first edition of Winnie-the-Pooh.  3. Cover of the first edition of Winnie-the-Pooh, 1926.  4. “Pooh and Piglet” by E.H. Shepard, 1926 (from the New York Public Library).  🎧 Listen now—link in bio.  —  #HistoryThisWeek #WinnieThePooh #OnThisDay #DisneyHistory #ChildrensBooks #HistoryOfLiterature #CanadianHistory #WorldWarOne #PodcastRecommendation #history #historypodcast #historylovers #historyfacts #thisdayinhistory #historythisweek #historythisweekpodcast",historythisweek,https://www.instagram.com/p/DNoD1a5OCFP/,post_41.jpg,https://drive.google.com/uc?id=1WUOQ1Knj38ZvySe3ut5XrKDxckKA9hsj
"In the history of popular music, a handful of physical locations have left an indelible mark. Think Abbey Road Studios in London. Or Motown’s Hitsville U.S.A. in Detroit. But few sites have produced the sheer number of classic pop hits as an 11-story building in New York City did in the1950s and 1960s.  How did one NYC building became America’s pop music hit factory? Visit the link in our bio to find out.",history,https://www.instagram.com/p/DOYUAUMADAL/,post_42.jpg,https://drive.google.com/uc?id=1H38Ir2_Br7sNItKxL6Ponl2EIEtR437W
"The latest from the HISTORY This Week podcast: a deadly story from inside America’s WWII POW camps (link in bio).  400,000 German soldiers lived in the U.S. behind barbed wire — working on farms, building roads, even staging plays. Life was surprisingly good… until it wasn’t.  In a chilling twist, some prisoners turned on their own — Nazis killing Nazis.  Swipe through for a glimpse into this strange and violent chapter of WWII history.  1. German POWs at a camp in Michigan play soccer.  2. An American soldier makes out an identity tag for a recently captured German POW.  3. Three former members of Germany’s Afrika Corps saw a felled pine tree outside of a camp in the Southern U.S.  4. German medical assistants at POW camp dispensary cut and make individual bandages for future use.  5. A German POW, formerly a tailor, repairs the clothing of other POWs in Hoopeston, Illinois.  Source for all images: National Archives",historythisweek,https://www.instagram.com/p/DM8hb5OS43B/,post_43.jpg,https://drive.google.com/uc?id=1ftBHtyku1f366bQRU94BNqlVGLi0YjJR
"Julia Child, born on August 15th 1912, went on to become the American cooking world’s first television star.",history,https://www.instagram.com/p/DN8MZydAT0c/,post_44.jpg,https://drive.google.com/uc?id=1QzZRLGQwWwGpYLT_RRr1FtKGLPcPo7_6
"Thirty-two musical acts, including more than 160 musicians, performed at Woodstock. The festival began at around 5pm on #ThisDayInHistory in 1969. To read more about the most memorable performances at Woodstock, comment MUSIC.",history,https://www.instagram.com/p/DNYaQS9umKS/,post_45.jpg,https://drive.google.com/uc?id=1aq55L6JROaG35gnSKGpsoDTsibptoDnI
"🔭 Breaking from NASA: The Perseverance rover may have just found signs of ancient microbial life on Mars.  🎧 Check out the link in our bio to listen to our episode about humanity’s obsession with the Red Planet. From wild theories of Martian civilizations… to the discoveries that are still reshaping what we know today.  Our fascination with Mars goes back centuries—from 19th-century astronomers sketching “canals,” to Orson Welles sparking panic with War of the Worlds, to NASA’s Mariner 9 battling a global dust storm in 1971 and becoming the first spacecraft to orbit another planet.  Photos:  1. NASA’s Perseverance Mars rover took this selfie, made up of 62 individual images, on July 23, 2024. A rock nicknamed “Cheyava Falls,’’ which has features that may bear on the question of whether the Red Planet was long ago home to microscopic life, is to the left of the rover near the center of the image. Credit: NASA/JPL-Caltech/MSSS  2. Mariner 9 was launched successfully on May 30, 1971, and became the first artificial satellite of Mars when it arrived and went into orbit, where it functioned in Martian orbit for nearly a year. Mariner 9 complete its final transmission October 27, 1972. Credit: NASA  3. About 1000 Viking Orbiter red- and violet-filter images have been processed to provide global color coverage of Mars at a scale of 1 km/pixel. Individual image frames acquired during a single spacecraft revolution were first processed through radiometric calibration, cosmetic cleanup, geometric control, reprojection, and mosaicing. Credit: NASA  —  #HistoryThisWeek #NASA #Mars #SpaceExploration #Perseverance #Mariner9 #HistoryPodcast",historythisweek,https://www.instagram.com/p/DObXO9NEXSc/,post_46.jpg,https://drive.google.com/uc?id=1hDDLJIHGw3tO8dNjqS_z62NJAi8ddMuX
"The superstar outfielder dazzled fans with his powerful bat, fleet feet and rocket arm, but Roberto Clemente gained just as much acclaim off the diamond for his generous heart, charitable contributions and spirited fight for social and economic justice. Don't miss Clemente premiering September 23 at 8/7c. #ClementeOnHistory",history,https://www.instagram.com/p/DNV7K4hPYMv/,post_47.jpg,https://drive.google.com/uc?id=1_AKn6ysvktOcvx0N1-EEc0k6ois--G1p
"The March on Washington was a massive protest march that occurred in August 1963, when some 250,000 people gathered in front of the Lincoln Memorial in Washington, D.C. The event aimed to draw attention to continuing challenges and inequalities faced by African Americans a century after emancipation. It was also the occasion of Martin Luther King Jr.’s now-iconic “I Have a Dream” speech.’",history,https://www.instagram.com/p/DN6VsBxkinP/,post_48.jpg,https://drive.google.com/uc?id=1_4ox0XyPaT1Xwj58b0zFO_ff6np7bZVe
Dive into one of the most intriguing mysteries of modern history. Comment MYSTERY to catch up on #HistorysGreatestMysteries,history,https://www.instagram.com/p/DM-nowMCTs9/,post_49.jpg,https://drive.google.com/uc?id=1ekGOkXAlG9JposAx_IqGPV43Cgk5D6ju
When he knelt to the ground and pulled out a ring... they made history 💍,history,https://www.instagram.com/p/DN0-wYk3JBu/,post_50.jpg,https://drive.google.com/uc?id=1Lep_4sQou8dmoFOdx3XNPliBcipRnqxl
The lost city of Atlantis was destroyed by the wrath of angry Gods! Comment HOLY MARVELS to catch up on #HolyMarvels with Dennis Quaid.,history,https://www.instagram.com/p/DNDXcLutNW_/,post_51.jpg,https://drive.google.com/uc?id=1GeDthvjEp42mRV6r6aNeh7QcMxnuY_2m
Comment below YOUR favorite American invention in history - and be sure to vote when the bracket is live.,history,https://www.instagram.com/p/DN1Vnhd1Hc4/,post_52.jpg,https://drive.google.com/uc?id=1_TjG138q0wmr8LzeLE4w5nPhwIXREea7
"In early August 1945, warfare changed forever when the United States dropped two atomic bombs on Japan, devastating the cities of Hiroshima and Nagasaki, and killing more than 200,000 over the ensuing months. America’s immediate goal was to hasten Japan’s surrender, end World War II and avoid further Allied causalities. These are images before and after the atomic bombs. To learn more, visit the link in our bio.",history,https://www.instagram.com/p/DNEApx217qk/,post_53.jpg,https://drive.google.com/uc?id=1UnIbMofM-TJg0ccqTKUpZeE2ygl75Ncb
"The comedy Risky Business, starring Tom Cruise in a breakout performance, opened in U.S. theaters on #ThisDayInHistory in 1983. To learn more about historical happenings, comment EMAIL.",history,https://www.instagram.com/p/DM_DGVXTs7f/,post_54.jpg,https://drive.google.com/uc?id=1ZAGD2zsQYCnftjeLTf8akmlgcPVOE-xE
"#AD 🎥 @ancestry presents the digital series Command Decisions: Presidents on the Brink, now available at the link in bio.   Doris Kearns Goodwin shares what it was like to work with President Lyndon B. Johnson – and what it taught her about presidential leadership.",history,https://www.instagram.com/p/DOOTNaljXrz/,post_55.jpg,https://drive.google.com/uc?id=1AE4J_KeW1soP--SM8IG_4laLGT0G8bXF
Who would be your historical bff?   Wondering about these friendships? Visit the link in our bio to read more.,history,https://www.instagram.com/p/DMvKTiUM-dw/,post_56.jpg,https://drive.google.com/uc?id=1YjYbdENn5n0OC7UR3mEg5UolJpLW_fNa
#DidYouKnow you could stack four Empire State buildings one on top of the other and they still wouldn’t reach the lip of the Grand Canyon?!,history,https://www.instagram.com/p/DMQpUeypf_R/,post_57.jpg,https://drive.google.com/uc?id=1dXQf5BhKq_BcfjG36vYpTS-hyDbUQ9Ry
Which of these answers surprised you most? Comment HAZARDOUS to catch up on new episodes of Hazardous History with Henry Winkler.,history,https://www.instagram.com/p/DM2xMR_s6mO/,post_58.jpg,https://drive.google.com/uc?id=1yH9rh62RKKMW0vgeXxcqwM0jtRQwWxsQ
Let us know your dream summer BBQ guest in the comments!,history,https://www.instagram.com/p/DMOHsAcBitY/,post_59.jpg,https://drive.google.com/uc?id=143iu4MRauOLgpvpfK0yxJC2xhsyZVi66
Jim Thorpe broke records and expectations. Here is a sneak peek into Jim Thorpe: Lit by Lightning premiering tomorrow. #JimThorpe.,historytv,https://www.instagram.com/p/DLxKIkfIQlx/,post_60.jpg,https://drive.google.com/uc?id=1Qu9kxOKpWJYk9RcY061Lyx0sZXYem5uq
Our doc celebrating the legendary life of Jim Thorpe premieres tonight at 8pm ET on @history! 🔥,uninterrupted,https://www.instagram.com/p/DL0jEdhz4PS/,post_61.jpg,https://drive.google.com/uc?id=1ilLwjs3BJ73OvV6xllGpVz_G9-TvVcM6
